image_name,image_lat,image_lon,cluster_lat,cluster_lon,cons_pc,nightlights,country,nightlights_bin
4.31578611574_6.223837135554024_4.31578611574_6.26875289976.png,4.31578611574,6.223837135554024,4.31578611574,6.26875289976,4.3177172952485865,0.12335442006587982,ng,1
4.330758037141992_6.223837135554024_4.31578611574_6.26875289976.png,4.330758037141992,6.223837135554024,4.31578611574,6.26875289976,4.3177172952485865,0.12335442006587982,ng,1
4.285842272936016_6.238809056956016_4.31578611574_6.26875289976.png,4.285842272936016,6.238809056956016,4.31578611574,6.26875289976,4.3177172952485865,0.12335442006587982,ng,1
4.270870351534024_6.253780978358008_4.31578611574_6.26875289976.png,4.270870351534024,6.253780978358008,4.31578611574,6.26875289976,4.3177172952485865,0.12335442006587982,ng,1
4.345729958543984_6.253780978358008_4.31578611574_6.26875289976.png,4.345729958543984,6.253780978358008,4.31578611574,6.26875289976,4.3177172952485865,0.12335442006587982,ng,1
4.300814194338008_6.26875289976_4.31578611574_6.26875289976.png,4.300814194338008,6.26875289976,4.31578611574,6.26875289976,4.3177172952485865,0.12335442006587982,ng,1
4.330758037141992_6.26875289976_4.31578611574_6.26875289976.png,4.330758037141992,6.26875289976,4.31578611574,6.26875289976,4.3177172952485865,0.12335442006587982,ng,1
4.345729958543984_6.26875289976_4.31578611574_6.26875289976.png,4.345729958543984,6.26875289976,4.31578611574,6.26875289976,4.3177172952485865,0.12335442006587982,ng,1
4.270870351534024_6.283724821161992_4.31578611574_6.26875289976.png,4.270870351534024,6.283724821161992,4.31578611574,6.26875289976,4.3177172952485865,0.12335442006587982,ng,1
4.330758037141992_6.298696742563984_4.31578611574_6.26875289976.png,4.330758037141992,6.298696742563984,4.31578611574,6.26875289976,4.3177172952485865,0.12335442006587982,ng,1
4.285842272936016_6.313668663965976_4.31578611574_6.26875289976.png,4.285842272936016,6.313668663965976,4.31578611574,6.26875289976,4.3177172952485865,0.12335442006587982,ng,1
4.300814194338008_6.313668663965976_4.31578611574_6.26875289976.png,4.300814194338008,6.313668663965976,4.31578611574,6.26875289976,4.3177172952485865,0.12335442006587982,ng,1
4.345729958543984_6.313668663965976_4.31578611574_6.26875289976.png,4.345729958543984,6.313668663965976,4.31578611574,6.26875289976,4.3177172952485865,0.12335442006587982,ng,1
4.360701879945976_6.313668663965976_4.31578611574_6.26875289976.png,4.360701879945976,6.313668663965976,4.31578611574,6.26875289976,4.3177172952485865,0.12335442006587982,ng,1
4.297317429394168_6.311324792575431_4.31578611574_6.26875289976.png,4.297317429394168,6.311324792575431,4.31578611574,6.26875289976,4.3177172952485865,0.12335442006587982,ng,1
4.283803377034025_6.263256104344025_4.3287191412400015_6.3081718685500014.png,4.283803377034025,6.263256104344025,4.3287191412400015,6.3081718685500014,4.880710913396205,0.01371336355805397,ng,0
4.283803377034025_6.278228025746017_4.3287191412400015_6.3081718685500014.png,4.283803377034025,6.278228025746017,4.3287191412400015,6.3081718685500014,4.880710913396205,0.01371336355805397,ng,0
4.3287191412400015_6.278228025746017_4.3287191412400015_6.3081718685500014.png,4.3287191412400015,6.278228025746017,4.3287191412400015,6.3081718685500014,4.880710913396205,0.01371336355805397,ng,0
4.283803377034025_6.3081718685500014_4.3287191412400015_6.3081718685500014.png,4.283803377034025,6.3081718685500014,4.3287191412400015,6.3081718685500014,4.880710913396205,0.01371336355805397,ng,0
4.313747219838009_6.3081718685500014_4.3287191412400015_6.3081718685500014.png,4.313747219838009,6.3081718685500014,4.3287191412400015,6.3081718685500014,4.880710913396205,0.01371336355805397,ng,0
4.283803377034025_6.3231437899519936_4.3287191412400015_6.3081718685500014.png,4.283803377034025,6.3231437899519936,4.3287191412400015,6.3081718685500014,4.880710913396205,0.01371336355805397,ng,0
4.343691062641994_6.3231437899519936_4.3287191412400015_6.3081718685500014.png,4.343691062641994,6.3231437899519936,4.3287191412400015,6.3081718685500014,4.880710913396205,0.01371336355805397,ng,0
4.358662984043986_6.3231437899519936_4.3287191412400015_6.3081718685500014.png,4.358662984043986,6.3231437899519936,4.3287191412400015,6.3081718685500014,4.880710913396205,0.01371336355805397,ng,0
4.283803377034025_6.338115711353986_4.3287191412400015_6.3081718685500014.png,4.283803377034025,6.338115711353986,4.3287191412400015,6.3081718685500014,4.880710913396205,0.01371336355805397,ng,0
4.298775298436017_6.338115711353986_4.3287191412400015_6.3081718685500014.png,4.298775298436017,6.338115711353986,4.3287191412400015,6.3081718685500014,4.880710913396205,0.01371336355805397,ng,0
4.373634905445978_6.338115711353986_4.3287191412400015_6.3081718685500014.png,4.373634905445978,6.338115711353986,4.3287191412400015,6.3081718685500014,4.880710913396205,0.01371336355805397,ng,0
4.313747219838009_6.353087632755978_4.3287191412400015_6.3081718685500014.png,4.313747219838009,6.353087632755978,4.3287191412400015,6.3081718685500014,4.880710913396205,0.01371336355805397,ng,0
4.358662984043986_6.353087632755978_4.3287191412400015_6.3081718685500014.png,4.358662984043986,6.353087632755978,4.3287191412400015,6.3081718685500014,4.880710913396205,0.01371336355805397,ng,0
4.373634905445978_6.353087632755978_4.3287191412400015_6.3081718685500014.png,4.373634905445978,6.353087632755978,4.3287191412400015,6.3081718685500014,4.880710913396205,0.01371336355805397,ng,0
4.290142273407084_6.296692183585628_4.3287191412400015_6.3081718685500014.png,4.290142273407084,6.296692183585628,4.3287191412400015,6.3081718685500014,4.880710913396205,0.01371336355805397,ng,0
4.353511004474024_7.139046639044024_4.39842676868_7.183962403250001.png,4.353511004474024,7.139046639044024,4.39842676868,7.183962403250001,8.76725779069708,38.47098922729492,ng,2
4.368482925876016_7.139046639044024_4.39842676868_7.183962403250001.png,4.368482925876016,7.139046639044024,4.39842676868,7.183962403250001,8.76725779069708,38.47098922729492,ng,2
